================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=4, v=1, w=0.031352751584993475, v*w=0.031352751584993475
f=car, v=1, w=0.030626641643178954, v*w=0.030626641643178954
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=playing, v=1, w=0.0030518931310784337, v*w=0.0030518931310784337
f=pamper, v=1, w=0, v*w=0
f=toddlerdressed, v=1, w=0, v*w=0
f=dressedonly, v=1, w=0, v*w=0
f=onlyin, v=1, w=0, v*w=0
f=apamper, v=1, w=0, v*w=0
f=pamperis, v=1, w=0, v*w=0
f=floorplaying, v=1, w=0, v*w=0
f=4``, v=1, w=0, v*w=0
f=``car, v=1, w=0, v*w=0
f=car'', v=1, w=0, v*w=0
f=''pieces, v=1, w=0, v*w=0
f=piecesto, v=1, w=0, v*w=0
f=childplays, v=1, w=-0.006342599251338375, v*w=-0.006342599251338375
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=with4, v=1, w=-0.023760813538260216, v*w=-0.023760813538260216
f=set, v=2, w=-0.016052642278822905, v*w=-0.03210528455764581
f=``, v=1, w=-0.05200629924671221, v*w=-0.05200629924671221
f=child, v=1, w=-0.05327532514270736, v*w=-0.05327532514270736
f=toddler, v=1, w=-0.05413205434546474, v*w=-0.05413205434546474
f=with, v=2, w=-0.03837810488855693, v*w=-0.07675620977711387
f='', v=1, w=-0.09338177006193882, v*w=-0.09338177006193882
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=Atoddler, v=1, w=-0.10856010288427434, v*w=-0.10856010288427434
f=only, v=1, w=-0.14459859776919506, v*w=-0.14459859776919506
f=plays, v=1, w=-0.1576056959821563, v*w=-0.1576056959821563
f=playingwith, v=1, w=-0.1726189398579534, v*w=-0.1726189398579534
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=set., v=2, w=-0.11986240263234378, v*w=-0.23972480526468756
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=sittingon, v=1, w=-0.2700772882251269, v*w=-0.2700772882251269
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
================================================================================
P: Three children dressed in winter clothes are walking through the woods while pushing cargo along .
H: Three children are dressed in winter clothes .
label=1, predicted=1, correct
f=clothes, v=2, w=0.3056890783053374, v*w=0.6113781566106748
f=Three, v=2, w=0.22147263877317155, v*w=0.4429452775463431
f=dressedin, v=2, w=0.19474226844322115, v*w=0.3894845368864423
f=arewalking, v=1, w=0.37129417618369875, v*w=0.37129417618369875
f=inwinter, v=2, w=0.16680747134313004, v*w=0.3336149426862601
f=Threechildren, v=2, w=0.16573681681440874, v*w=0.3314736336288175
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=clothes., v=1, w=0.2409070971499306, v*w=0.2409070971499306
f=children, v=2, w=0.11603720095799817, v*w=0.23207440191599635
f=aredressed, v=1, w=0.22057756814939494, v*w=0.22057756814939494
f=childrenare, v=1, w=0.17662098365149215, v*w=0.17662098365149215
f=dressed, v=2, w=0.06516085376074424, v*w=0.13032170752148847
f=winterclothes, v=2, w=0.058075511018889005, v*w=0.11615102203777801
f=winter, v=2, w=0.046882054136190544, v*w=0.09376410827238109
f=thewoods, v=1, w=0.08196420986311981, v*w=0.08196420986311981
f=throughthe, v=1, w=0.05812404591924281, v*w=0.05812404591924281
f=woods, v=1, w=0.024078110655059676, v*w=0.024078110655059676
f=along., v=1, w=0.02290140416311057, v*w=0.02290140416311057
f=while, v=1, w=0.0043804580481082165, v*w=0.0043804580481082165
f=woodswhile, v=1, w=0, v*w=0
f=whilepushing, v=1, w=0, v*w=0
f=pushingcargo, v=1, w=0, v*w=0
f=cargoalong, v=1, w=0, v*w=0
f=walkingthrough, v=1, w=-0.04459560197020632, v*w=-0.04459560197020632
f=cargo, v=1, w=-0.05040692990916618, v*w=-0.05040692990916618
f=through, v=1, w=-0.05359997707460395, v*w=-0.05359997707460395
f=childrendressed, v=1, w=-0.07050899765829262, v*w=-0.07050899765829262
f=walking, v=1, w=-0.07164629725212439, v*w=-0.07164629725212439
f=clothesare, v=1, w=-0.08192399117118752, v*w=-0.08192399117118752
f=along, v=1, w=-0.10436726058746547, v*w=-0.10436726058746547
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=pushing, v=1, w=-0.30323303512084016, v*w=-0.30323303512084016
f=are, v=2, w=-0.29381510678573053, v*w=-0.5876302135714611
================================================================================
P: People are walking along the street .
H: Humans beings are ambling down a road .
label=1, predicted=1, correct
f=Humans, v=1, w=0.43898144701511765, v*w=0.43898144701511765
f=People, v=1, w=0.4289135804229491, v*w=0.4289135804229491
f=arewalking, v=1, w=0.37129417618369875, v*w=0.37129417618369875
f=walkingalong, v=1, w=0.3319438470931434, v*w=0.3319438470931434
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=thestreet, v=1, w=0.16995017845738097, v*w=0.16995017845738097
f=down, v=1, w=0.14486874429646657, v*w=0.14486874429646657
f=alongthe, v=1, w=0.13703877198922096, v*w=0.13703877198922096
f=road., v=1, w=0.1347810563362597, v*w=0.1347810563362597
f=Peopleare, v=1, w=0.11552060340254451, v*w=0.11552060340254451
f=beings, v=1, w=0.08152690519382606, v*w=0.08152690519382606
f=street., v=1, w=0.023161505779684368, v*w=0.023161505779684368
f=ambling, v=1, w=0.0145838857039329, v*w=0.0145838857039329
f=Humansbeings, v=1, w=0, v*w=0
f=beingsare, v=1, w=0, v*w=0
f=areambling, v=1, w=0, v*w=0
f=amblingdown, v=1, w=0, v*w=0
f=street, v=1, w=-0.0035483028318261224, v*w=-0.0035483028318261224
f=road, v=1, w=-0.03277612030871606, v*w=-0.03277612030871606
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=walking, v=1, w=-0.07164629725212439, v*w=-0.07164629725212439
f=along, v=1, w=-0.10436726058746547, v*w=-0.10436726058746547
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=downa, v=1, w=-0.24448513900325786, v*w=-0.24448513900325786
f=aroad, v=1, w=-0.33582973069320327, v*w=-0.33582973069320327
f=are, v=2, w=-0.29381510678573053, v*w=-0.5876302135714611
================================================================================
P: A male child with blond-hair , green eyes , and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row .
H: A person in a shirt
label=1, predicted=1, correct
f=has, v=2, w=0.41958815054825915, v*w=0.8391763010965183
f=mouth, v=2, w=0.20447472409946996, v*w=0.4089494481989399
f=hashis, v=1, w=0.3569534596711292, v*w=0.3569534596711292
f=person, v=1, w=0.31373370693429253, v*w=0.31373370693429253
f=hand, v=1, w=0.2859629796454194, v*w=0.2859629796454194
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=hishand, v=1, w=0.19044804315937153, v*w=0.19044804315937153
f=Aperson, v=1, w=0.18744842925686842, v*w=0.18744842925686842
f=wearinga, v=1, w=0.1767549459194831, v*w=0.1767549459194831
f=teeth, v=1, w=0.1739052910118805, v*w=0.1739052910118805
f=can, v=1, w=0.1596566071088015, v*w=0.1596566071088015
f=onthe, v=1, w=0.14116085808089524, v*w=0.14116085808089524
f=eyes, v=1, w=0.13445695822563072, v*w=0.13445695822563072
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=,and, v=1, w=0.12042251356907761, v*w=0.12042251356907761
f=chewing, v=1, w=0.11896675141722651, v*w=0.11896675141722651
f=hismouth, v=1, w=0.11109768711859304, v*w=0.11109768711859304
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=anda, v=1, w=0.09980893051518305, v*w=0.09980893051518305
f=male, v=1, w=0.08669283309404612, v*w=0.08669283309404612
f=where, v=1, w=0.08196390298300399, v*w=0.08196390298300399
f=stickand, v=1, w=0.07602989816368255, v*w=0.07602989816368255
f=stick, v=1, w=0.07532597147992386, v*w=0.07532597147992386
f=wrappedaround, v=1, w=0.07325074927397719, v*w=0.07325074927397719
f=intohis, v=1, w=0.05748669410178388, v*w=0.05748669410178388
f=looking, v=1, w=0.05392839852147063, v*w=0.05392839852147063
f=ashirt, v=1, w=0.052919618145595586, v*w=0.052919618145595586
f=ischewing, v=1, w=0.04934589248168702, v*w=0.04934589248168702
f=white, v=1, w=0.04688483943954106, v*w=0.04688483943954106
f=4, v=1, w=0.031352751584993475, v*w=0.031352751584993475
f=cansee, v=1, w=0.013143570810261795, v*w=0.013143570810261795
f=shirt, v=1, w=0.01170337111641635, v*w=0.01170337111641635
f=malechild, v=1, w=0.00482936346554219, v*w=0.00482936346554219
f=withblond-hair, v=1, w=0.002221041951679343, v*w=0.002221041951679343
f=sticky, v=1, w=0, v*w=0
f=popsicle, v=1, w=0, v*w=0
f=inserted, v=1, w=0, v*w=0
f=greeneyes, v=1, w=0, v*w=0
f=asticky, v=1, w=0, v*w=0
f=stickylooking, v=1, w=0, v*w=0
f=lookingmouth, v=1, w=0, v*w=0
f=mouthwearing, v=1, w=0, v*w=0
f=multicoloredt-shirt, v=1, w=0, v*w=0
f=apopsicle, v=1, w=0, v*w=0
f=popsiclestick, v=1, w=0, v*w=0
f=chewingand, v=1, w=0, v*w=0
f=hasit, v=1, w=0, v*w=0
f=itinserted, v=1, w=0, v*w=0
f=insertedinto, v=1, w=0, v*w=0
f=mouthwhere, v=1, w=0, v*w=0
f=whereyou, v=1, w=0, v*w=0
f=see4, v=1, w=0, v*w=0
f=4bright, v=1, w=0, v*w=0
f=brightwhite, v=1, w=0, v*w=0
f=whiteteeth, v=1, w=0, v*w=0
f=teethon, v=1, w=0, v*w=0
f=bottomrow, v=1, w=0, v*w=0
f=row., v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=,green, v=1, w=-0.010295745977967096, v*w=-0.010295745977967096
f=t-shirthas, v=1, w=-0.011414410767715339, v*w=-0.011414410767715339
f=eyes,, v=1, w=-0.02340525038869397, v*w=-0.02340525038869397
f=bright, v=1, w=-0.03723910886240063, v*w=-0.03723910886240063
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=youcan, v=1, w=-0.038625901261696544, v*w=-0.038625901261696544
f=wrapped, v=1, w=-0.04471609709378883, v*w=-0.04471609709378883
f=you, v=1, w=-0.04823933776956166, v*w=-0.04823933776956166
f=bottom, v=1, w=-0.05139385941365331, v*w=-0.05139385941365331
f=andhas, v=1, w=-0.051671531487263486, v*w=-0.051671531487263486
f=thebottom, v=1, w=-0.05199230639607486, v*w=-0.05199230639607486
f=child, v=1, w=-0.05327532514270736, v*w=-0.05327532514270736
f=,, v=2, w=-0.031041731553333035, v*w=-0.06208346310666607
f=blond-hair, v=1, w=-0.0645908096666387, v*w=-0.0645908096666387
f=around, v=1, w=-0.06808192394646319, v*w=-0.06808192394646319
f=it, v=1, w=-0.06838348620698628, v*w=-0.06838348620698628
f=blond-hair,, v=1, w=-0.07288371891207795, v*w=-0.07288371891207795
f=handwrapped, v=1, w=-0.07808350499362593, v*w=-0.07808350499362593
f=personin, v=1, w=-0.0832495320611552, v*w=-0.0832495320611552
f=wearing, v=1, w=-0.08591864844088887, v*w=-0.08591864844088887
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=into, v=1, w=-0.1069791450900194, v*w=-0.1069791450900194
f=childwith, v=1, w=-0.1122783205248715, v*w=-0.1122783205248715
f=andis, v=1, w=-0.13226894258032187, v*w=-0.13226894258032187
f=Amale, v=1, w=-0.1363458695371351, v*w=-0.1363458695371351
f=see, v=1, w=-0.1507644391634755, v*w=-0.1507644391634755
f=green, v=1, w=-0.15242291210316838, v*w=-0.15242291210316838
f=amulticolored, v=1, w=-0.15537468922551523, v*w=-0.15537468922551523
f=t-shirt, v=1, w=-0.1792288857094685, v*w=-0.1792288857094685
f=arounda, v=1, w=-0.19236597205738884, v*w=-0.19236597205738884
f=multicolored, v=1, w=-0.2019587245965292, v*w=-0.2019587245965292
f=row, v=1, w=-0.22785616452651333, v*w=-0.22785616452651333
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=and, v=3, w=-0.07838795061913068, v*w=-0.23516385185739203
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=his, v=2, w=-0.41268421666638866, v*w=-0.8253684333327773
================================================================================
P: Two men holding their mouths open .
H: Two men with mouths agape .
label=1, predicted=1, correct
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=Twomen, v=2, w=0.11605679931898484, v*w=0.23211359863796968
f=Two, v=2, w=0.06669680516475003, v*w=0.13339361032950006
f=open., v=1, w=0.10925404230248206, v*w=0.10925404230248206
f=open, v=1, w=0.10321534689662963, v*w=0.10321534689662963
f=mouths, v=2, w=0.04069486713081516, v*w=0.08138973426163032
f=holding, v=1, w=0.06129207345944638, v*w=0.06129207345944638
f=theirmouths, v=1, w=0.04069486713081516, v*w=0.04069486713081516
f=holdingtheir, v=1, w=0.023192310245320244, v*w=0.023192310245320244
f=agape, v=1, w=0, v*w=0
f=mouthsopen, v=1, w=0, v*w=0
f=withmouths, v=1, w=0, v*w=0
f=mouthsagape, v=1, w=0, v*w=0
f=agape., v=1, w=0, v*w=0
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=menholding, v=1, w=-0.050682030778814044, v*w=-0.050682030778814044
f=menwith, v=1, w=-0.14584449605749472, v*w=-0.14584449605749472
f=their, v=1, w=-0.16579930423755876, v*w=-0.16579930423755876
f=men, v=2, w=-0.08858767269030798, v*w=-0.17717534538061597
================================================================================
P: A scientist with a checkered shirt on is looking into a microscope to learn more about the world .
H: A scientist is close to a scientific breakthrough .
label=0, predicted=0, correct
f=islooking, v=1, w=0.2854913300522544, v*w=0.2854913300522544
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=close, v=1, w=0.21276093280651276, v*w=0.21276093280651276
f=lookinginto, v=1, w=0.1799687887698227, v*w=0.1799687887698227
f=shirton, v=1, w=0.16749826545307364, v*w=0.16749826545307364
f=more, v=1, w=0.12691105358560728, v*w=0.12691105358560728
f=closeto, v=1, w=0.12534556325989496, v*w=0.12534556325989496
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=onis, v=1, w=0.055669223896844984, v*w=0.055669223896844984
f=looking, v=1, w=0.05392839852147063, v*w=0.05392839852147063
f=world., v=1, w=0.050477459607316186, v*w=0.050477459607316186
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=shirt, v=1, w=0.01170337111641635, v*w=0.01170337111641635
f=theworld, v=1, w=0.00019533158878335104, v*w=0.00019533158878335104
f=scientific, v=1, w=0, v*w=0
f=breakthrough, v=1, w=0, v*w=0
f=scientistwith, v=1, w=0, v*w=0
f=microscopeto, v=1, w=0, v*w=0
f=learnmore, v=1, w=0, v*w=0
f=moreabout, v=1, w=0, v*w=0
f=isclose, v=1, w=0, v*w=0
f=ascientific, v=1, w=0, v*w=0
f=scientificbreakthrough, v=1, w=0, v*w=0
f=breakthrough., v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=amicroscope, v=1, w=-0.04187511788937145, v*w=-0.04187511788937145
f=learn, v=1, w=-0.0589404377960215, v*w=-0.0589404377960215
f=tolearn, v=1, w=-0.0589404377960215, v*w=-0.0589404377960215
f=microscope, v=1, w=-0.061945470205360564, v*w=-0.061945470205360564
f=intoa, v=1, w=-0.06327757035662415, v*w=-0.06327757035662415
f=checkered, v=1, w=-0.08824477409575407, v*w=-0.08824477409575407
f=scientistis, v=1, w=-0.09293406286895012, v*w=-0.09293406286895012
f=into, v=1, w=-0.1069791450900194, v*w=-0.1069791450900194
f=checkeredshirt, v=1, w=-0.13737668876234455, v*w=-0.13737668876234455
f=acheckered, v=1, w=-0.14136595101031335, v*w=-0.14136595101031335
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=world, v=1, w=-0.17451305334859854, v*w=-0.17451305334859854
f=aboutthe, v=1, w=-0.19505063918985094, v*w=-0.19505063918985094
f=is, v=2, w=-0.10426457744737729, v*w=-0.20852915489475457
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=scientist, v=2, w=-0.13346777701881732, v*w=-0.26693555403763464
f=Ascientist, v=2, w=-0.1638833965858358, v*w=-0.3277667931716716
f=about, v=1, w=-0.7701417914911465, v*w=-0.7701417914911465
f=to, v=2, w=-0.48295348356315804, v*w=-0.9659069671263161
================================================================================
P: A woman in a gray shirt working on papers at her desk .
H: Lady working in her desk tensely to completed the task
label=0, predicted=0, correct
f=desk, v=2, w=0.265888195546969, v*w=0.531776391093938
f=gray, v=1, w=0.2833912228477109, v*w=0.2833912228477109
f=ather, v=1, w=0.24012395778508697, v*w=0.24012395778508697
f=Lady, v=1, w=0.16552682610854164, v*w=0.16552682610854164
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=woman, v=1, w=0.13011455724741094, v*w=0.13011455724741094
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=desk., v=1, w=0.0947211311803621, v*w=0.0947211311803621
f=Awoman, v=1, w=0.06766768141032133, v*w=0.06766768141032133
f=inher, v=1, w=0.06213181663457079, v*w=0.06213181663457079
f=completed, v=1, w=0.02554732450473083, v*w=0.02554732450473083
f=agray, v=1, w=0.02264221644689725, v*w=0.02264221644689725
f=shirt, v=1, w=0.01170337111641635, v*w=0.01170337111641635
f=workingin, v=1, w=0.008763133726262124, v*w=0.008763133726262124
f=tensely, v=1, w=0, v*w=0
f=onpapers, v=1, w=0, v*w=0
f=papersat, v=1, w=0, v*w=0
f=Ladyworking, v=1, w=0, v*w=0
f=desktensely, v=1, w=0, v*w=0
f=tenselyto, v=1, w=0, v*w=0
f=tocompleted, v=1, w=0, v*w=0
f=completedthe, v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=thetask, v=1, w=-0.008975185674083026, v*w=-0.008975185674083026
f=herdesk, v=2, w=-0.009176577567578592, v*w=-0.018353155135157184
f=workingon, v=1, w=-0.02297801154508847, v*w=-0.02297801154508847
f=at, v=1, w=-0.023579113361532747, v*w=-0.023579113361532747
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=task, v=1, w=-0.08058081556972166, v*w=-0.08058081556972166
f=shirtworking, v=1, w=-0.1048994948315579, v*w=-0.1048994948315579
f=womanin, v=1, w=-0.10592398483778956, v*w=-0.10592398483778956
f=papers, v=1, w=-0.15102760536795287, v*w=-0.15102760536795287
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=working, v=2, w=-0.11153361709424675, v*w=-0.2230672341884935
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=grayshirt, v=1, w=-0.2445307609811747, v*w=-0.2445307609811747
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
f=her, v=2, w=-0.24551471204742525, v*w=-0.4910294240948505
================================================================================
P: A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .
H: One person sits at a restaurant table while another pulls luggage across the street while holding a gift bag .
label=1, predicted=1, correct
f=sits, v=2, w=0.2632324804052043, v*w=0.5264649608104086
f=sitsat, v=2, w=0.23478424853273533, v*w=0.46956849706547066
f=table, v=2, w=0.1729726406266336, v*w=0.3459452812532672
f=thestreet, v=2, w=0.16995017845738097, v*w=0.33990035691476195
f=person, v=1, w=0.31373370693429253, v*w=0.31373370693429253
f=,while, v=1, w=0.2864723495404512, v*w=0.2864723495404512
f=rolling, v=1, w=0.2798832184516397, v*w=0.2798832184516397
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=tablein, v=1, w=0.2483725392360653, v*w=0.2483725392360653
f=One, v=1, w=0.24359234920535813, v*w=0.24359234920535813
